,country,description,designation,points,price,province,first_region,second_region,taster_name,taster_twitter_handle,title,variety,winery,Latitude,Longitude
18853,US,"This ultra reserve, made in half bottles only, is labeled the winery's best offering. It lives up to the claim, with stunningly rich and broad flavors of black fruits, dusty cedar, tobacco, tea and coffee. The rich and complex barrel flavors are beautifully integrated, seamless and proportioned, and power through a breathtaking finish that lasts for minutes. Drink now and over the next five years.",TFL,96,30,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Sineann 2015 TFL Pinot Noir (Willamette Valley),Pinot Noir,Sineann,44.942554,-122.9337615
8296,US,"Bob Betz calls this his first-ever É??reserve styleÉ?ù wine from Bordeaux varieties. It started with a single barrel of Red Willow Cabernet Franc and evolved into this six-barrel blend. Le Parrain opens with whiffs of smoke, gun metal and rock weaving through the dense red fruits. Pipe tobacco and licorice flavors come into play from the barrel aging. As the wine slowly opens, the flavors expand and blend, and the textural quality that Betz refers to expresses itself in a graceful, three-dimensional finish.",Le Parrain Red Wine,96,85,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine?ˇ,Betz Family 2005 Le Parrain Red Wine Red (Columbia Valley (WA)),Red Blend,Betz Family,48.9220655,-122.1390398
17542,US,"Even if winemaker Jason Lett tripled the price of this wine, it would still be a standout among its peers. This opens with intense aromatics of pineapple fruit, bracing acidity and compelling length. On the second and third day after opening, it remained quite fresh and expressive, with further details of fruit and mineral beginning to emerge. Drink now through 2035.",Estate,96,27,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,The Eyrie Vineyards 2014 Estate Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards,45.277904,-123.018535
17541,US,"Search carefully and you'll note delicate scents of tamarind, cola, ginger, coriander, cocoa and pepper. The palate opens with a generous, exotic potpourri of baking spices, amaro, honey, dark chocolate and caramel. There is the slightest hint of barnyard, but everything plays together beautifully. Drink now through 2025.",Madrona,96,100,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Ponzi 2013 Madrona Pinot Noir (Willamette Valley),Pinot Noir,Ponzi,44.942554,-122.9337615
8105,US,"Intensely aromatic, this carries a wealth of layered flavors consistent with past vintages. Umami, sea salt, mineral and Proven??al herbs comingle, with a rich component of raspberry, plum and cherry comp??te. More layers appear through the finish, with orange liqueur and a whiff of tanned leather.",Armada Vineyard God Only Knows,96,90,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,Cayuse 2011 Armada Vineyard God Only Knows Grenache (Walla Walla Valley (OR)),Grenache,Cayuse,46.0655953,-118.3387429
8101,US,"Violet blossoms and orange peel aromatics jump out, followed by scents and flavors of lamb tartare and mixed charcuterie. Cofermented with 5% Viognier, it's an elegant and beautifully proportioned wine, offering ripe purple fruits with finishing hints of baking spices and dark chocolate.",Cailloux Vineyard,96,90,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,Cayuse 2011 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse,46.0655953,-118.3387429
8103,US,"Crafted from estate-grown fruitÉ??a marriage of Pommard and Swan clonesÉ??Golden Mean comes from three distinct vineyard blocks, the Pommard fermented whole-cluster. It opens with dark, ripe layers of lush cherry-vanilla, the wine concentrated and rich in oak yet balanced in acidity. On the finish is a mix of leather, licorice and wild herb. Tuck it away through 2020É??2022.",Golden Mean,96,115,California,Fort Ross-Seaview,Sonoma,Virginie Boone,@vboone,Wayfarer 2012 Golden Mean Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer,38.5142596,-123.2435574
8102,US,"This sensational effort comes from 20-year-old vines. It's a glorious wine; textural, generous and complex. The bright and fruity midpalate blends flavors of peach, quince, honey, tea and caramel, buoyed by juicy acidity and a touch of minerality.",Aurora Vineyard,96,60,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Ponzi 2012 Aurora Vineyard Chardonnay (Willamette Valley),Chardonnay,Ponzi,44.942554,-122.9337615
8106,US,"A brilliant effort, this belongs right up there with the very best New World Viogniers. White flowers, lemon curd and a lush mix of citrus aromas show immense concentration right from the start. Both precise and dense, the scents and flavors flow through into a tightly wound, mineral-soaked finish, bright with citrus and apricot fruit. The length and concentration are simply spectacular.",Cailloux Vineyard,96,70,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,Cayuse 2012 Cailloux Vineyard Viognier (Walla Walla Valley (OR)),Viognier,Cayuse,46.0655953,-118.3387429
782,US,"From a vineyard that Josh Jensen planted in 1975 comes this bottling that shows sultry black plum, minty herbs, tarragon, black slate, smashed mulberry and a touch of pork fat. A wondrous array of baked red and black fruit meet with clove, nutmeg, more tarragon and minty flavors on the palate too, producing delicious, dynamic flavor. It's like an expertly cooked stew of fruit, spice and herb.",Reed,96,70,California,Mt. Harlan,Central Coast,Matt Kettmann,@mattkettmann,Calera 2013 Reed Pinot Noir (Mt. Harlan),Pinot Noir,Calera,36.6974604,-121.405214
13053,US,"As with previous vintages, this rare wine spent 38 months in barrel. Smooth and supple, it's a lush expression of purple and black fruits, generously endowed with darker flavors of smoke, tar, soy and licorice. There is a compelling, yet subtle, umami character overriding all else. It's drinking quite beautifully now, but could age considerably longer.",The Hustler,96,100,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine?ˇ,K Vintners 2009 The Hustler Syrah (Walla Walla Valley (WA)),Syrah,K Vintners,46.0655953,-118.3387429
8010,US,"The Camaspelo blend is 80% Cabernet Sauvignon and 20% Merlot, and it shows a riot of juicy cranberry, raspberry, blueberry and black cherry flavors in a rambunctious display of power. Full, round and balanced, it offers hints of cedar, earth and coffee that extend onto the lush, complex, age-worthy finish.",Camaspelo,96,75,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,Cayuse 2009 Camaspelo Cabernet Sauvignon-Merlot (Walla Walla Valley (OR)),Cabernet Sauvignon-Merlot,Cayuse,46.0655953,-118.3387429
18855,US,"This is a blend of the best barrels of the vintage, in this year consisting of fruit primarily from Howell and Diamond mountains, with a touch of estate-grown Merlot. It offers astounding levels of richness and concentration alongside a nuanced approach to bold black fruit and spicy earth, its aromas of blackberry and clove peppered in wild violet. It impresses immediately but also pleads for more time in bottle; enjoy best 2020 through 2028.",The Bishop,96,325,California,Napa Valley,Napa,Virginie Boone,@vboone,Hall 2013 The Bishop Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall,38.5024689,-122.2653887
20149,US,"Block One is the original (1972) planting at Champoux, and it has anchored many of Washington's finest wines over the past 20 years. Few if any better are than this, a huge wine with massive flavors of dense black fruits, from berries to cherries to cassis. It's seen plenty of new oak, giving it a cedar-soaked scent, but the sheer power of the wine promises a long and expressive development over the coming decades.",Champoux Vineyards Block One,96,72,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine?ˇ,Sineann 2012 Champoux Vineyards Block One Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Sineann,48.9220655,-122.1390398
20980,US,"This block-designate wine shows flamboyant aromas of red cherry, cola, purple flowers and light caramel. The palate offers an amazingly cohesive and zesty experience, combining piquant cranberry and tart raspberry with slate-driven minerality and a persistent woody spice. The texture is soft, but lifted by strong acidity.",Block 8 Bien Nacido Vineyard,96,64,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2015 Block 8 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Foxen,34.9025217,-120.4478438
20982,US,"This is a stellar representation of the region, combining ripeness with dark earth and wild herb notes. Aromas of black cherry, crushed slate, turned loam, dried hibiscus and violets make for a lavish nose. The rounded palate weaves black raspberry together with gravel, thyme and sagebrush. Iron fist, silk glove, utterly delicious.",Clos Pepe Vineyard,96,60,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Siduri 2015 Clos Pepe Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Siduri,34.6422431,-120.438894
20983,US,"From one of the most coveted vineyards in the Central Coast, this is a well-balanced whopper of a wine, starting on aromas of fresh raspberry, black plum, forest floor, violets and dark chocolate. The palate is rich upfront, showing strawberry and other dark berries, and then gains complexity in notes of sandalwood and myrrh. Thanks to deep acidity and tannic framing, the wine is simultaneously bold and balanced.",Pisoni VIneyard,96,65,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Siduri 2015 Pisoni VIneyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Siduri,36.4307709,-121.4203754
18854,US,"This vineyard continues to impress in both this variety and others, this wine showing off its ability to offer fistfuls of red, blue and black fruit as juicy acidity signals freshness and ageability. A wooded undertone of brush and bramble meets swathes of lavender, licorice and ever-so-satisfying dark chocolate as the length of the wine goes on for days.",Limerick Lane Vineyard,96,62,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Robert Biale 2014 Limerick Lane Vineyard Zinfandel (Russian River Valley),Zinfandel,Robert Biale,38.483083,-122.80327
15693,US,"Wow. Juicy, expansive and effusive, this wine is made from 100% estate-grown dry-farmed, relatively old vines of the variety, and introduces itself as a Cab-lover's version, with explosions of black pepper and plum that soften to a polished point on the finish. Mouth-filling, it wraps in complex notions of cedar, cigar and dark chocolate. Drink some now and some later; cellar through 2023.",Oakville Estate Vineyard,96,68,California,Oakville,Napa,Virginie Boone,@vboone,Venge 2013 Oakville Estate Vineyard Merlot (Oakville),Merlot,Venge,43.467517,-79.6876659
20281,US,"Clover, white pepper, and a whiff of animal make this blend of 75% Mourv??dre, 20% Syrah and 5% Grenache compelling now, but it's certainly a wine to cellar. The aromas move through a spectrum of flower, spice, fruit and animal. It already displays tremendous length and superb aging potential.",Gravi??re Upland Vineyard Mourv??dre-Syrah-Grenache,96,45,Washington,Snipes Mountain,Columbia Valley,Paul Gregutt,@paulgwine?ˇ,Maison Bleue 2010 Gravi??re Upland Vineyard Mourv??dre-Syrah-Grenache Red (Snipes Mountain),Rh??ne-style Red Blend,Maison Bleue,46.3285409,-120.0082522
13052,US,"This delicious blend is 70% Cabernet Sauvignon and 30% Syrah, sourced from the Old Stones vineyard. Young, tight and peppery, it gains briary boysenberry flavors as it opens up, along with hints of soy and umami. A streak of maple syrup richness fills out the finish.",The Creator Old Stones,96,60,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine?ˇ,K Vintners 2010 The Creator Old Stones Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,K Vintners,46.0655953,-118.3387429
9583,US,"This is the small-production, flagship wine from the Sierra region's best producer of Rh??ne-style wines. Lovely, spicy, floral aromas and generous, complex and layered flavors make the wine irresistible, while its strong but velvety texture sets it up for a long life in the cellar for those who can resist. It smells lightly oaky, like a cigar box and cocoa, tastes deep and focused on blackberry, pomegranate and dark chocolate. The mouthfeel is both rich and a bit reserved. Best to drink from 2020 to 2030.",Ascent,96,90,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2013 Ascent Syrah (Sierra Foothills),Syrah,Terre Rouge,33.3241157,-111.9875757
1731,US,"The fascinating nose of this wine is reason enough to seek it outÉ??an aromatic display of underripe raspberry, tart pomegranate, fresh dill, eucalyptus and sage. Montmorency cherry notes show on the palate, along with mace, Vietnamese cinnamon and fennel. A unique, refreshing and memorable wine.",Sanford & Benedict Vineyard,96,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Roark Wine Co. 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Roark Wine Co.,34.6422431,-120.438894
